'conectar'|tupachiy
recobrir|qataykuy; qhataykuy
recodo|muyurina
recogedor|palliri
recoger|pallay; tantay; uqhariy; huqariy; uqariy; pallariy; hurq'uy; hurquy; huyqhuy; urqhuy
recoger algo disperso|qutuy
recoger con las manos granos del suelo|wamay
recoger cosas pequeñas|pallay
recoger o cortar paja, cebada, trigo, avena etc.|ichhuy
recoger o hacer leña|llant'ay
recogerse algo|pallakuy
recogido|pallasqa
recogérselo|pallapuy
recoleccionar maíz|kallchay
recolección|tipiy
recolectado|pallasqa
recolectar|tipiy; pallay; p'itiy
recolectar algo uno por uno|pallay
recolector|pallaq
recomendar|kamalliy; saminchay
recompensa|ayniy
recompensa en dinero u otra especie|t'inka
reconciliarse|allinyanakapuy; sumaqyanakapuy; allinyay
reconecer|riqsikapuy
reconecer el mérito|dakuy
reconocer|chaskiy; chaninchay; riqsipay; riqsikapuy; riqsirpariy; riqsiy
reconocer parentesco|ayllunakuy
reconocer por hijo a un niño|irqichakuy
reconocido|chaninchasqa
recontar|willapay
recopilador de cuentos|willakuykuna kamachiq
recordación|yuya
recordar|yuyariy; yuyay; yuyachiy
recordar a alguien|yuyachiy
recordar con esmero y premeditación|yuyaykuy
recordarle a alguién|yuyachiy
recordarse|yuyariy
recorrer|suchuriy
recortar con dientes|k'utuy
recoser|t'iriy; t'ipay; sirakipapuy
recostarse|siriy; k'iray
recova|rikuba
recreación|pukllay; phukllay
recrearse|hawkay; pukllay; phukllay; q'uchukuy
recta|siwk sikwi
recta,o|chiqa
rectangular|chhuqu
rectificar|chiqachay; chiqayachiy; chiqanyachiy; sikllay; chiqanchay
rectilíneo|siwkqa chiqan siwk sikwikunamanta wakisqa rikch'ayni
recto|chiqan; chiqa; siwk; chiklla; uquti
recto,a|mana wist'u; siwk; mana q'inqu
rectángular|sayt'u
rectángulo|t'aksak'uchu; chiqan k'uchuyuq rikch'ayni
recubrir|qhataykachay
recuento|yupakipa; yupana; huchhakipa
recuerdo|yuya; yuyarikuna; yuyay
recuerdos|yuyaykuna
recuperar|kutiriy; qhaliyay; haypay; taripuy
recuperar lo que se había perdido|tarikapuy
recurrir al sistema de la ayuda mutua|ayninakuy
red|linchi; llika; saqana
red de mimbre o de correa para embalar mercancias|ch'ipa
red hecha de correas cortadas de cuero para embalar frutas u otros productos, especialmente para transportar|ch'ipa
red para coger pájaros|llika
red para coger viscachas o conejos|lluku
red para pescar|kullancha; llika
redactar|qhilqiy; qillqay; qilqay; qhilqay; qilqiy
redecilla de coger conejos cimarrones|lluku
redención|allinyay
redil|kancha
redimir|rantipapuy; qispichiy; qhispichiy
redondear|muyunchay; muyuchay
redondez de la tierra|pacha qururumpa kaynin
redondo|sinku; lunq'u; murq'u; suntur; ruyru; lump'u; muyu
reducidisimo|pisiy pisiy
reducir|ñawpa kayninman kutichiy; kutiykuchiy; kutichiy; hiwiy; yawyachiy; hurq'uy; hurquy; huyqhuy; urqhuy; huch'uychay; pisiyachiy; huch'uyyachiy
reducir el tamaño cortando|k'utuy
reducirse|ch'umakuy; q'intiy; pisiyay
reedición|libruchapasqa
reemplazar|kambiyay; truykyay; trukiy; huknachay; rantiy
reemplazo|ranti
referencia|willana
referir|willay
refinado|ch'utillu
reflectar|rirpuy
reflejar|sansatatarikuy
reflexionar|yuyapachay; yuyay; yuyaykuy; yuyaychakuy; hamut'ay; yuyariy; unanchakuy; t'ukuy
reflexión|hamut'a; yuyay; hamut'ay; sansa
reformador|pachakutiq
reforzar|kallpanchay
reforzar con tierra los tallos|qutuy
refregar|ququy; qhituy; khituy; qaquy; qhaquy
refrenarse|runaman k'askay
refrigerio|quqawi; quqaw; birinday; mirinda
refugiar|qurpachay; hamachay; amachay
refugio|qispina; qhispina; yanapana; mitikuy
refugio histórico de los Inkas en la región de Willkapampa, probablemente el presente Machu Pikchu|Willkawaman
refunfuñar|thutupakuy; thutuy
regadera|qarpana; ch'aqchuna
regado|ch'aqchusqa; qarpasqa
regador|qarpaq
regalar|t'inkay; suchiy; quy; lak'iray; khuyay; rigalay; waktay; imbitay; qaray
regalo|suchi; t'inka; rikuchikuy
regalo mútuo ofrecido en casamientos y otras fiestas|aphata
regalo para pedir un favor|t'inka
regar|qarpay; hich'ay; ch'aqchuy; thalliy; talliy; parquy
regar (rociar)|ch'aqchuy
regatear|ranay; ranqhay
regazo|phaka; uqllay
regañar|rimay
regio|tupa
region del norte|Chinchasuyu; Chinchaysuyu
region del sur|Qullasuyu
regiones molares de la dentadura|marankiru; maran kiru
regir|kamachiy
región|marka; suyu; kiti; k'iti; kita; llaqta; pacha; chirqan
región amazónica|antisuyu
región del este|Antisuyu
región desigual|q'api q'api
región en el departamento del Qosqo|Willkapampa
región este|antisuyu
región geográfica|marka
región inferior de un ayllu|urinsaya; urin saya
región occidental|Kuntisuyu; Quntisuyu
región oeste|Kuntisuyu; Quntisuyu
región oriental|Antisuyu; anti
región selvática al este del Qosqo|Antisuyu
región sierra|antisuyu
región superior de un ayllu|hanan saya; hanansaya
región sur|Qullasuyu
regla|sikwana k'aspi; sikwina; siwk winch'u k'aspi; kamachi
regla (menstruación)|killa
reglas ortográficas|qilqa kamana
regocijarse|hawkay; kusikuy; q'uchukuy
regocijo|kusi; kusikuna; q'uchu
regordete|t'iqi
regresar|./. kutiy; kutiy
regreso|kutiy
regreso del tiempo|pachakuti
regular|taksa; taqlla; taqsa
regurgitar|wich'uy; wikch'uy; wisch'uy; wischuy
regárselo|qarpapuy
rehacer|ruwapay; kutipay
rehusar|mana niy; mananchay; q'illiy
reidor|thitiq
reilón|chikchi; chhikchi
reina|quya; sapay quya
reinado|kayni; qhapaqkay; qhapaq kay
reinar|qhapaqay; kamay
reino inca|Tawantinsuyu; Tawantin suyu
reir|asiy
reir con disimulo|thintiy
reirse|asikuy; asiy; chikchipayay
reirse del prójimo|asipayay
rejuvenecer|wayanayay
relacionar|ñinachiy; willamay; willapay
relacionarse|ñinakuy; ninakuy
relación|willakuy
relación armoniosa de dos cosas parecidas|masintin
relampaguear|lliphlliy; lliwk niy
relatar|willay; niy; ñiy; rimay
relatar a muchos|willariy
relativo|mit'akuqlla
relativo a lo antiguo|ñawpaq
relato|willay; willakuy; willana
relavar|aytiy
releer|qillqarimapay; ñawillikipay; qillqaqhawapay
rellenar|winay; qhakaykuy; t'iqiykuy; hunt'achiy; qhakay
rellenarse|qhakaykukuy
relleno|lluk hunt'a; hunt'achiy akna; llimp'a; llimp'achakuy akna
reloj|intiwatana; inti watana; riluq
reloj de sol|intiwatana; inti watana
reloj solar que consiste en una estaca o piedra plantada que proyecta su sombra según la posición del sol|intiwatana; inti watana
relucir|llimphiy; llinphiy; achikyay
relucir (espejo, argentería)|ch'ipipipiy
relumbrar|lliphipiy; illay
relámpago|lliwk; hatun k'anchay; illapa; illa; lliphipiy; illapu; illapa; illa; illapa; rilampagu
relámpagos|illapa
remangado|q'inpisqa
remangar|llint'ay
remanso|p'unqu; p'uyunqu
remar|qawiy; t'uyuy; tuyuy
rematar|tukuchay
remate|p'uchukay
remate del tejido|kumpa; kunpa; killi
remedar|qhawaray; qhawapayay; yachapayay; rimapayay; yachapay
remediar|allichay
remedio|hanpi; hampi
remedio para la herida|k'iri hanpi
remedo|yachapa
remedón|yachayphuku
remembrar|yuyaychay; yuyay quy
rememorar|yuyaychay; yuyay quy
remendar|t'iriy; ratapay
remitir|apachiy; kachay; suchiy; apachikuy
remo|t'uyu
remojado|chullusqa; huq'uchasqa
remojar|tullpuy; challpuy; chulluy; piqtuy; huq'uchay; chulluchiy; chhapuy; chapuy; huq'uchiy
remojar (con bebida)|ch'allay
remojarse|chulluy; huq'uyay
remojarse el vestido|ch'uychukuy (p'acha)
remolinarse|muyuriy
remolino|muyu; muyuqi
remolino de viento|pillillunkuy; pillunkuy
remoto|ñawpa
remover|thamiykuy; thamiy; qhachuy; hurq'uy; hurquy; huyqhuy; urqhuy
remover cereales|qhachiy
remover con un palillo un cereal para que se tueste|qhachiy
remover la tierra|hasp'iy
remover la tierra con picota o azada|thamiy
remover la tierra para cosechar tubérculos|allay
remover la tierra superficialmente|k'achay
remover la tierra utilizando el azadón|chaqmay
remover tierra para aplanar|panpachay; pampachay
remozar las mujeres|sipasyay
remudar la ropa|rantisakuy; rantisay
remunerar|chaninchay
remy|rimi
renacer|kutirimpuy
renacuajo|uqhullu; huq'ullu
renacuajo del sapo|uqhullu; huq'ullu
rencoroso|chiqniq
rendición al esfuerzo|uti
rendija|k'allka; raqra
rendir|atipay; utirayachiy
rendir culto a las divinidades|much'ay
rendir homenaje|yupaychay
renegado|phusma
renegar|phiñakuy; phusmaykachay; k'utupakuy
renegón|akanayaq runa
renovar|musuqchay; musuqyay
renovarse|musuqyay
renovarse una cosa|musuqyay
renover|llanllay
renuevo|mukmu
reparar|allichay; allinchay; k'uchunchay; musyay; K'uchuk'uchuchay; rikhuy
reparar (en)|rikuy; rikhuy
reparar en|riparay; riparakuy
reparo|riparu
repartidor de tierras|siqiq apu; allpa tupuq apu
repartir|achuray; rak'iy; rakiy; phanchay; aypuy; suyuy; qaray; phakmay
repentinamente|asllamanta; qunqaylla; chayllapi; qunqaymanta
repetición|kachita; pasaq; yapa
repetidas veces|pasaqta
repetido|pasaq
repetir|ruwapay; yapay; kutipay
repetir (imitar)|yachapay
repetir en una tierra la labor del arado|thamiy
repisa|pata
replantar|tarpupay
repleto|hunt'a; k'iski; k'isku
replicar|kutipakuy
repollo|kulis
reponerse|kutiriy
reposado|qasi sunqu
reposar|samay
reposo|sama
reprender|k'amiy; q'aqchay; ayñay; phiñapayay; anyay; t'ustuy; kunay; pisichay; phiñarikuy
represa|p'unqu; p'uyunqu
representación fantástica del que duerme|musquy; musqhuy
representante|umalliq
representar|rikuchikuy
reproche|huchachaykuy; huchachay; q'isachay
reproducir|mirachiy; miray
reproducirse|miray
reproducirse el ganado en forma natural|miray
reproductor (referido al ganado)|mirachiq
repudiado|q'illisqa
repudiar|q'illiy
repudio|q'illi
repugnancia|millana; millapakuy; milla
repugnante|millakuy; millana; millakuna; millay
repulgo|kumpa; kunpa
requebrajado|phara
requebrajarse|pharayay
requemar|kañay; k'anay; kanachiy; k'anachiy
resbaladero|llusk'ana; suchuna
resbaladizo|llusk'a
resbalar|suchuy; lluskhay; llusk'ay; qurmay; llust'ay
resbalar (en algo que es resbaladizo)|lluskhay; llusk'ay
resbalar de las manos|llusp'iy
resbalarse|llust'akuy; llusk'akuy
resbaloso|llusk'a
rescatar|qispichiy; qhispichiy
rescoldo|sansa
resecarse|pharayay
resecarse (la piel)|p'aspay
resecarse la piel formándose escamas|p'aspay
reseco|chuchu; phara
resembrar|tarpukipay
resentido|phiñasqa
resentir a otra persona|phiñachiy
resentirse|phiñakuy; k'utupakuy
reservar|waqaychay; churay; pakay
reservar (separar)|rak'iy; rakiy
resfriado|chhulli unquy; chhulli
resfriarse|chhulli hap'iy; chirichikuy
residencia|wasi
residir|tiyay
residuo|puchu; yallin
residuo de la coca mascada o de la caña chupada|hach'u
residuo de la producción de la chicha|hanch'i
residuo inservible|usu
resina|ch'illi
resina (de planta)|ch'illi
resistencia|ankallikuy; sinchi kay
resistente|anku; anaq; ch'ila; sinchi; chuki
resistir|chuchpakuy
resistir fisicamente|turikuy
resistirse (a)|ankallikuy
resollar|samay
resolución|ch'irkuku; phaskaku; huyaku
resolver|allipunkapuy; ch'urkuy; phaskay; paskay; huyay
resolver un litigio|ñañiy
resonar|kunkalliy
resondrar|phiñapayay
resoplar|ñusuy
respectable|manchanan
respetar|yupaychay; much'ay; chaninchay; sumaychay
respetuoso|llumpaywan
respiración|samay
respirar|samariy; samay
respirar con dificultad|arqhuy
respirar con ruido|ñusñuy
respirar por la boca|hapkay; hawkay
respirar por la nariz|sinq'ay
respirar ruidosamente por la boca abierta|hahatiy
respirar su último aliento|samarquy
respiro|samay
resplandecer|lliphiy; lliqhuy; achikyay; illariy; lliphlliy; ch'ipipipiy; lliphipiy
resplandecer mucho|lliphipiy; illay
resplandeciente|lliphiq; illariy
resplandor|lliphipiy; lliphlli
responder|kutichiy; rimarimuy; kutipay; quntistay
responder boca a boca|hanch'ay
responder insolentemente|kutipakuy
responsable|kamayuq
responsibilidad|hunt'ana
respuesta|kutichiku
respuesta insolente|kutipakuy
resquemar|rawray; ñawray; lawray; larway; yawray
resquemar la piel a causa de una quemadura o picazón|hapuy
resquemor|rawray; lawray; larway
resta|hiwi; aslaku; hurquku; puchu; puchiq; waywa
restar|pisichay; hurq'uy; hurquy; huyqhuy; urqhuy
restaurante|mikhuna wasi
restaurar|ruwapapuy; allinyachiy
restituir|kutichiy
resto|puchuq; puchun; puchu; wakin
restos|puchu
restregar|qupay; qhituy; khituy
resucitar|kawsariy
resuello|samay
resuelo|sama
resultado|ruru; llalliwaynin; lluqsiynin
resultar|lluqsiy; lluriy; llalliway
resumen|pisichay; qutuchay
resumir|qutuchay
resurgir|sayariy
resurrección|sayariy
resíduo|puchu; qhipaq; puchuq; puchuynin; yallin
retama (planta de flores amarillas)|ritama
retardado|k'irinchasqa
retardar|qhipachiy; qhipanchay
retardar el crecimiento o desarrollo|k'irinchay
retardo|k'irincha
retardo en el crecimiento|k'irincha
retención|hark'ana
retener|hark'ay; qhipachiy; hap'ikapuy; phurmuy
retener algo|hap'iqay
retener en la memoria|hap'iqay
retenido|hark'asqa
retenérselo|hark'apuy
retirar|asuchiy; mithay; ithiriy; sik'iy; ithichiy
retirar contrayendo|q'intichiy
retirarse|hatarikuy; ithiriy
retorcer|q'iwiy
retorcerse|wat'aqiyay
retorcido|wiksu
retornar|./. kutiy; kutipuy; ./. kutichiy; kutichiy; kutiy
retornar aquí o hacia sí|kutimpuy
retorno|kutiy; ayniy
retorno (en sentido de correspondencia a un servicio)|ayni
retorno de la pacha|pachakuti
retorno del mundo|pachakuti
retorno del tiempo|pachakuti
retostar harina para preparar algunos alimentos|harwiy
retostar ligeramente|hank'akipay
retostárselo harina|harwipuy
retoñar|chillkiy
retoño|chillki; yuri
retrasado|pisipasqa; pisipaypi
retrasar|unay
retrasarse|unayay; tayriyay; qhipakuy; pisipay
retraso|unay
retribución|paylla; pukllu; paklla
retribución del trabajo con comida y bebida|paylla; pukllu; paklla
retribuir el trabajo con comida y bebida|payllay
retribuir la ayuda|ayni qupuy
reuma|suq'a
reumatismo|riwmatismu
reunido|huñunasqa; tantasqa; huñusqa
reunir|huñuy; tantachiy; tantay; qutuchay; hukllachay
reunir ojetos|tantay
reunirse|tantakuy; yananchanakuy; huñunakuy; tantanakuy
reunirse (dos personas, animales o cosas)|tinkuy
reunirse en matrimonio|yananchakuy
reunirse para diversión|qhuchukuy
reunión|huñuntin; tantanakuy; tantakuy; huñunakuy; tantanaku; huñukuqhuchuku; huñasqa ruwakuna; riyunyun; riyuniyun; tinku; tanta; kamachinakuy
reunión de aliados|yanapaq huñunakuy
reunión festiva con coplas chistosas y provocativas|takipayanaku
revelar|willay; willakuy
revelarse|ankallikuy
revenida de la humedad|p'apichay
reventado|phata; phatasqa
reventado como una flor|phancha; phanchasqa
reventar|thuñiy; thuniy; thunikuy; thuñikuy; p'itiy; phatay; t'ipiy; t'uqyay
reventar (granos)|punkiy
reventar detonando|t'uqyay
reventar un huevo|t'uqyay
reventarse|p'itikuy
reventazón|phata
reverdecer|qallallay; qallayay
reverencia|k'umuykuy
reverenciado|much'asqa
reverenciar|k'umuykukuy; k'umuykuy
revertir|tikray; t'ikray
revisar|qhawpay; qhawakipay; t'aqwikipay; t'aqwiy
revivir|kawsariy; kawsachiy
revivir a alguien|kawsachiy
revocar con barro|llut'ay
revocarse|llut'akuy
revocárselo|llut'apuy
revolcar|sinkuy; sink'uy; qhuspay; quspay; sunt'ichiy
revolcarse|sunt'iy; qhuspay; quspay; sinkuy; sink'uy; suntikuy
revolotear|phawaykachay
revolver|t'ustiy; rawiy; qawiy; tikray; t'ikray; thansay
revolver con hilos|q'aytunchay
revuelta|muyurina
rey|Inka; qhapaq
rey mítico de los Qolla (Aymara), vencido por Inkarí sobre el paso de La Raya|Qullarí
reyerta|ayñanaku
rezagado retrasado|qhipa
rezagarse|qhipakuy; suyay
rezar|mañakuy; mañay; Dyusmanta mañakuy; uray
rezo|Dyusmanta mañakuy
rezo antíguo recitado a la llegada alcumbre del cerro, aproximadamente significa "señor, siguramente me has traido"|apachiqta
rezumar|mismiy
reír|asikuy; asiy; chikchiy
reír sin control|ahahay
reírse|asikuy; asiy
reírse a socapa|thintiy
reírse de otro|asipayay
reírse de una persona|asipayay
reñir|k'amiy; ayñanakuy; tupapakuy; ayñay; anyay; rimay; tinkuy
reñirse|hapinakuy; k'aminakuy; ayñanakuy; tupapakuy
reñirse mútuamente|k'aminakuy
riachuelo|mayucha
riada|lluklla; lluqlla
ribera|pata; mayupata; mayu pata
ribete|awakipa; awaykipita; killi
ribetear|k'illiy
rico|atipaq; apu; qhapaq; kapuyniyuq; tupaq; misk'i; sumaq
rico (agradable)|misk'i
ridiculizar|k'amiy
riesgo|chiki
riesgo inminente|chiki
rincón|k'uchu; kuchu; huk'i
rincón estrecho|k'allka
rincón para cagar|aka k'uchu
rio|mayu
rio pequeño|k'itku
riqueza|apu kay; qhapaqkay; qhapaq kay
risa|asina; asiy
risco|chhanka
risilla|thiti
risueño|chikchi; chhikchi; asichikuq
rito|hawkay
ritual andino para juntar dos burbujas de energía diferentes|yanachakuy
ritual andino que consiste en ofrendar a la Pachamama con saumerio o sangre de los animales|qaraku
ritual para agradecerse y pedir a la Pachamama (parte central del ritual rikch'asqa, que dura una noche entera)|sirwisqa
ritual que dura una noche entera y cuya parte central as un pago a la tierra a medianoche. Se realiza antes de proyectos importantes como viajes o construcción de casa. Sus participantes tienen que quedar despiertos hasta el amanecer para que el ritual sea efectivo|rikch'asqa
ritual, cuando primeramente cortan el cabello de los niños de 1 o 2 años|chukcha rutusqa
rival|awqa; hayu
rivalidad|muqi; hapinakuy; awqanakuy; atipanaku; atipanakuy
rivalizar|hapinakuy; churanakuy
rizado|k'upam k'upasqa; chhurku; k'uspa
rizado (cabello o pluma)|chhirqu
rizar|llint'ay
rizarse|k'uytuy
rizo|phichu
riña|ch'ipa; ch'aqwa; chaqwa; ayñanaku
riñones|maymuru
riñón|riñun; lurun; rurun; wasa ruru; rurun
robar|suwakuy; apakuy; suway; quchiy
robar (mutuamente)|suwanakuy
robo|suway
robustecer|sinchiyachiy
robusto|qari; qhari; qhali; kallpasapa; sinchi
roca|qaqa; rumi; chhanka; sankha; wank'a
roca creciente, se refiere a la energía vital y el cambio de la natura de la roca|wiñaq rumi
roca grande|qaqa
roca o quebrada sagrada|wak'a
roca, árbol u otro objeto herido por el rayo considerado como sagrado|illapa; illa
rociado|ch'allasqa; ch'aqchusqa
rociado con bebida|ch'allasqa
rociadura|ch'aqchu
rociar|ch'altay; ch'alay; ch'aqchuy; chhullay; unuchay
rociar agua|ch'aqchuy
rociar con alguna exageración|ch'aqchuy
rocio|sulla
rocoso|ranka
rocotas|uchu
rocoto|rukutu; ruqutu; luqutu
rocío|sulla; chhulla; chhulla para
rodadero|suchuna
rodar|tulliy; qurmay; phiruy; muyuykachay; muyuy; qhururumpay; suchuy; sinkuy; sink'uy; muyurispa urayman riy
rodar (caerse rodando)|sinkuy; sink'uy
rodar, girarse|muyuriy
rodarse|sinkuy; sink'uy
rodear|wist'uykachay; muyuy; intuy; intuykuy
rodela|wallqanqa
rodeo|chakuy
rodete rollizo de lana o de aro de cedazo por llauto|pillu
rodilla|chaki muqu; qunquriku; qunquri; qunqur; chanka muqu; muqu; muqiti
roer|khaskiy; k'utuy; khankiy
rogar|walikuy; mañakuy; much'ay; mañay; achikay
rojinegro|wayruru
rojizo|paru; panti; pukanchu
rojo|puka; wilapi
rojo oscuro de cereza|panti
rojo oscuro grana|llanqa puka
rojo oscuro que tiende a negro|puka yana
rojo sanguíneo|yawarpuka
rojo subido|antipuka
rollizo|lump'u; lunq'u
rollo de hilo|kurur
romana|aysana
romaza|k'intu; llaqi
rombo|puytu
romero|rumiru
rompecabezas|tukinaya
romper|p'akiy; p'akikuy; qhasuy; lliq'iy; llik'iy; thuniy; rachay; rachiy
romper (utensilios)|q'aruy
romper caña con los dientes|sinkay
romper con los dientes|p'atay
romper cosas con ruido de vidrio|chhaluy
romper el suelo|maruy; k'asuy
romper en particulas|t'unay
romper gajos|k'allmay
romper la nuca|sipiy
romper la ropa|qhasurqayay; qhasurqariy
romper la tierra dura|kuskuy; kuskiy
romper o arrancar una hebra|p'itiy
romper objetos|p'akiy
romper por la costura|khallay
romper ropa|qhasuy
romper torciendo|t'ipiy
romperse (cosas flexibles)|llik'iy
romperse el cascarón y dar salida al polluelo|t'uqyay
rompérselo|p'itipuy
romántico|sunqu suwa
roncador|qhurquq
roncar|qhurquy
roncha|mulqu
ronco|ch'achuch'aha; qhurqu; ch'aka; ch'aha
rondana|urqhuna
rondar|muyupayay
ronquera|ch'aka kay
ronronear|k'antiy
ronroneo del gato|k'antiy
ropa|p'acha; qatakuna
ropa (vestido, traje) nuevamente inventada|wamaq p'acha
ropa angosta|sumpu p'acha
ropa antigua de las mujeres, muy preciada|ankallu
ropa bien tupida|mat'isqa p'acha; pipu p'acha; ruk'isqa p'acha; chukisqa p'acha; alli ruk'isqa p'acha
